dataID	context	indices_target_token	indices_target_sentence	lemma
2532889X_1953-02-14_01_066.tcf.xml-30-15	Das hatte Kumiak jedesmal richtig und empfindlich gespürt, wenn er einmal aus jeder Arbeit ausgespannt war.	91:102	0:107	ausspannen
2532889X_1954-09-12_01_130.tcf.xml-15-16	Am Barren ist das eine Auffangvorrichtung, eine Matte, die dicht über dem Boden straff ausgespannt ist und Stürze vom Gerät ungefährlich macht.	87:98	0:143	ausspannen
2532889X_1959-08-15_01_134.tcf.xml-39-12	Schafft Möglichkeiten sportlicher Betätigung, richtet Erholungsparks ein, damit die Werktätigen ausspannen kön -	96:106	0:112	ausspannen
2532889X_1961-02-17_01_046.tcf.xml-35-11	„Wir wären auch froh, wenn wir einmal einen Tag ausspannen könnten, ergänzte ihn Herbert Vogt.	48:58	0:94	ausspannen
2532889X_1961-10-28_01_150.tcf.xml-8-8	Jeder schaffende Mensch braucht ein Zuhause, um auszuspannen und neue Kräfte zu sammeln.	48:60	0:88	ausspannen
2532889X_1966-01-11_01_157.tcf.xml-24-12	Seine Ärzte rieten ihm bereits eine Woche nach seinem Amtsantritt. zeitweilig auszuspannen.	78:90	0:91	ausspannen
2532889X_1969-03-19_01_076.tcf.xml-69-7	Einem Gemüsehändler wird von Studenten der Karren ausgespannt, auf und um ihn spielen sie Agitationsszenen über eine Arbeiterfamilie, die sich nur sehr mühselig zum Widerstand gegen den Unternehmer bewegen läßt.	50:61	0:211	ausspannen
2532889X_1973-06-04_01_063.tcf.xml-13-23	Womacka erweist sich in diesem Genre ebenfalls als begabter Kolorist, der zudem jede Bildfläche mit seiner kraftvollen, oft dekorativen Malerei voll auszuspannen versteht.	149:161	0:171	ausspannen
2532889X_1980-10-18_01_072.tcf.xml-9-15	Roselo bekommt seine Julia, Freund Anselmo Dorotea, die zuvor flugs noch Julias Vater ausgespannt wird, und als drittes Paar besiegeln die Diener Celia und Marin ihren Bund.	86:97	0:173	ausspannen
2532889X_1981-05-02_01_137.tcf.xml-113-29	Er weiß, welches Stehvermögen einer haben muß, der wie Angela manchmal pro Schicht 1000 Teile drehen muß, zwei Stück in jeder Minute einspannen, drehen, ausspannen.	153:163	0:164	ausspannen
2532889X_1982-03-23_01_152.tcf.xml-37-11	Ozelot mußte versorgt werden, wurde in den Stall gefahren, ausgespannt und abgeschirrt.	59:70	0:87	ausspannen
2532889X_1988-09-29_01_066.tcf.xml-14-10	Doch jetzt ist für uns alles vorbei und wir können ausspannen.	51:61	0:62	ausspannen
26120215_1947_10_31_01_042.tcf.xml-21-32	Das rote Spieltuch, die pastellzart getönten Kostüme, das prachtvolle Konzert der Figuren-und Gruppjenbewegung und der Zauber dieses späten Strawinsky, der seinen Bogen über drei Jahrhunderte europäischer Mu-•ik ausspannt und doch stets originell bleibt wer hätte sich dieser dichten ruhelosen Faszination entziehen können	212:221	0:322	ausspannen
26120215_1954_01_26_01_178.tcf.xml-21-9	habe Reinhard Gehlen in den letzten Jahren sein Netz ausgespannt.	53:64	0:65	ausspannen
26120215_1955_05_26_01_040.tcf.xml-48-36	"„Wollen Se'n mia abkoofen?"" sagte der Kutscher, der mit philosophischer Ruhe diese Auseinandersetzungen angehört hatte, „For flnf Jroschen jerne"" — sagte Onkel KarL „denn können Se 'n jleich ausspannen!"	191:201	0:202	ausspannen
26120215_1955_12_18_02_208.tcf.xml-34-10	Sie haben ahnlich wie Fledermäuse eine Flughaut, die sie ausspannen und sich damit im Gleitflug halten.	57:67	0:103	ausspannen
26120215_1960_04_15_01_377.tcf.xml-13-12	„Herbert Wendler, unser eifriger kleiner Soldat, soll mir Ilona ausspannen?!	64:74	0:76	ausspannen
26120215_1968_11_17_01_570.tcf.xml-28-9	"Schließlich müssen die Wasserfahrzeuge auch einmal im Jahr.. ausspannen"" und eine Generaldurchsicht über sich ergehen lassen, damit sie für die kommende Saison wieder voll einsatzfähig sind."	61:71	0:190	ausspannen
26120215_1970_06_01_01_089.tcf.xml-75-11	"„Den Garnisonskarzer „Da hätt ich gern mal acht Tage ausgespannt"", versetzte Stas giftig."	53:64	0:89	ausspannen
26120215_1973_08_22_01_053.tcf.xml-18-4	Nun aber erst mal ausspannen — nichts tun und,.. Heir atspläne schmieden.	18:28	0:73	ausspannen
26120215_1975_09_02_01_194.tcf.xml-13-12	Wer in diesen Wochen in Bansin, Heringsdorf oder Ahlbeck vom Alltag ausspannt, dem empfehlen wir, schöne Ausflüge zu unternehmen.	68:77	0:129	ausspannen
26120215_1977_10_15_01_409.tcf.xml-12-6	Der historische Hof, wo sie ausspannten und in gewölbeartigen Räumlichkeiten übernachteten — ein Motel der Pferdewagenzeit sozusagen—, beherbergt heute hinter gepflegten Fassaden Boutiquen und Antiquitätenläden.	28:39	0:211	ausspannen
26120215_1985_09_12_01_093.tcf.xml-45-28	Die Indianer beoba chteten die drei Männer, die soeben das Ufer erstiegen, auf der Steilwand das Gebüsch abzuschlagen und eine Möglichkeit zu schaffen, ihre Hangematten auszuspannen und ein Lagerfeuer zu entfachen.	169:181	0:214	ausspannen
26120215_1985_11_06_01_226.tcf.xml-36-23	Er hielt es für ratsam, den Einbaum an einer günstigen Stelle zu versenken, die steile Böschung zu ersteigen und die Hangematten auszuspannen.	129:141	0:142	ausspannen
26120215_1988_12_20_01_113.tcf.xml-11-4	Die erschöpften Tiere waren ausgespannt worden, und neue, behauptete der Amtmann steif und fest gegenüber Hardenberg, der sich sogleich eingeschaltet hatte, wären im Dorfe nicht mehr vorhanden.	28:39	0:193	ausspannen
alexis_ruhe03_1852-4633-13	Anspach konnten wir nicht schützen; um Hannover brauchen wir nur den Arm auszuspannen.“	73:85	0:87	ausspannen
